,trial,start_time,end_time,key,freq_category,condition,reaction_time
0,tombel,3.6284493000712246,6.364537300076336,y,none,nw,2.736088000005111
1,vrijk,7.395636799978092,8.235884400084615,n,none,nw,0.8402476001065224
2,etui,9.277502299984917,9.830261900089681,y,LF,rw,0.5527596001047641
3,lanen,10.85982480016537,11.359668500022963,n,LF,rw,0.4998436998575926
4,monen,12.392867499962449,13.27072950010188,y,none,nw,0.8778620001394302
